"","Age","education_level","Province","cps19_votechoice"
"9706",52,"At or above Bachelor","Ontario",1
"9707",27,"High School","Ontario",0
"9708",35,"At or above Bachelor","Ontario",1
"9709",62,"At or above Bachelor","Alberta",0
"9710",64,"Below high school","Alberta",0
"9711",40,"College","Quebec",0
"9712",64,"College","Alberta",0
"9713",62,"Below high school","Ontario",1
"9714",62,"At or above Bachelor","Newfoundland and Labrador",1
"9715",66,"At or above Bachelor","Alberta",1
"9716",72,"High School","Quebec",0
"9717",63,"College","Ontario",1
"9718",38,"College","Ontario",0
"9719",52,"High School","Ontario",1
"9720",52,"High School","Nova Scotia",0
"9721",76,"High School","British Columbia",1
"9722",31,"High School","British Columbia",1
"9723",55,"High School","Ontario",1
"9724",71,"At or above Bachelor","Ontario",1
"9725",68,"At or above Bachelor","Quebec",1
"9726",48,"At or above Bachelor","Quebec",1
"9727",62,"High School","Nova Scotia",0
"9728",74,"At or above Bachelor","Ontario",1
"9729",57,"High School","Ontario",0
"9730",54,"Below high school","Saskatchewan",0
"9731",74,"High School","British Columbia",0
"9732",70,"High School","Alberta",0
"9733",64,"At or above Bachelor","British Columbia",0
"9734",41,"High School","Quebec",1
"9735",25,"High School","Quebec",0
"9736",52,"College","Ontario",0
"9737",65,"At or above Bachelor","Newfoundland and Labrador",0
"9738",48,"High School","Manitoba",0
"9739",41,"At or above Bachelor","Newfoundland and Labrador",0
"9740",67,"High School","Ontario",0
"9741",39,"At or above Bachelor","Ontario",1
"9742",64,"High School","British Columbia",0
"9743",25,"High School","British Columbia",1
"9744",36,"At or above Bachelor","Ontario",1
"9745",57,"College","Quebec",1
"9746",47,"At or above Bachelor","Ontario",1
"9747",60,"College","Alberta",0
"9748",41,"At or above Bachelor","Ontario",1
"9749",35,"At or above Bachelor","Alberta",0
"9750",38,"At or above Bachelor","Nova Scotia",1
"9751",35,"College","Ontario",1
"9752",74,"High School","Manitoba",1
"9753",22,"High School","New Brunswick",0
"9754",48,"College","Ontario",0
"9755",60,"High School","Nova Scotia",0
"9756",29,"High School","Nova Scotia",0
"9757",76,"High School","Manitoba",0
"9758",73,"High School","Ontario",0
"9759",37,"High School","Ontario",0
"9760",62,"High School","Saskatchewan",0
"9761",71,"College","British Columbia",1
"9762",57,"At or above Bachelor","Quebec",1
"9763",18,"High School","Quebec",1
"9764",48,"High School","Alberta",0
"9765",30,"At or above Bachelor","Ontario",1
"9766",72,"At or above Bachelor","Ontario",0
"9767",40,"At or above Bachelor","Manitoba",0
"9768",54,"College","Quebec",1
"9769",45,"At or above Bachelor","Nunavut",0
"9770",79,"High School","Manitoba",1
"9771",58,"At or above Bachelor","Alberta",0
"9772",77,"Below high school","New Brunswick",0
"9773",46,"High School","Nova Scotia",1
"9774",67,"College","Ontario",1
"9775",63,"College","Alberta",0
"9776",37,"College","Quebec",1
"9777",62,"At or above Bachelor","Nova Scotia",1
"9778",31,"High School","Quebec",1
"9779",21,"High School","Ontario",0
"9780",72,"High School","Alberta",0
"9781",75,"High School","New Brunswick",1
"9782",41,"High School","British Columbia",0
"9783",39,"High School","Alberta",1
"9784",24,"At or above Bachelor","British Columbia",1
"9785",40,"At or above Bachelor","Ontario",1
"9786",70,"At or above Bachelor","Ontario",1
"9787",65,"High School","Ontario",1
"9788",81,"High School","Manitoba",1
"9789",69,"High School","Ontario",1
"9790",43,"At or above Bachelor","Ontario",0
"9791",45,"High School","Manitoba",0
"9792",31,"At or above Bachelor","Alberta",1
"9793",20,"College","Quebec",0
"9794",23,"At or above Bachelor","New Brunswick",0
"9795",26,"College","Ontario",0
"9796",49,"At or above Bachelor","Ontario",0
"9797",20,"Below high school","Ontario",0
"9798",71,"At or above Bachelor","Alberta",1
"9799",55,"High School","Quebec",0
"9800",78,"High School","Quebec",1
"9801",71,"College","Ontario",0
"9802",42,"At or above Bachelor","Alberta",0
"9803",34,"High School","Nova Scotia",1
"9804",54,"High School","Alberta",0
"9805",79,"High School","Ontario",0
"9806",29,"At or above Bachelor","Ontario",1
"9807",38,"College","Alberta",1
"9808",32,"College","Quebec",1
"9809",61,"College","British Columbia",0
"9810",49,"Below high school","Alberta",0
"9811",70,"At or above Bachelor","British Columbia",0
"9812",34,"College","Ontario",0
"9813",33,"At or above Bachelor","Manitoba",0
"9814",62,"Below high school","Ontario",0
"9815",65,"High School","Saskatchewan",0
"9816",40,"At or above Bachelor","New Brunswick",0
"9817",70,"At or above Bachelor","British Columbia",1
"9818",38,"At or above Bachelor","Ontario",0
"9819",76,"At or above Bachelor","Ontario",0
"9820",59,"At or above Bachelor","Ontario",0
"9821",74,"High School","Ontario",0
"9822",46,"High School","Quebec",0
"9823",37,"College","Ontario",0
"9824",44,"High School","British Columbia",1
"9825",34,"At or above Bachelor","Ontario",1
"9826",42,"At or above Bachelor","Ontario",1
"9827",67,"At or above Bachelor","Quebec",1
"9828",54,"At or above Bachelor","Ontario",0
"9829",43,"College","Ontario",0
"9830",64,"At or above Bachelor","Ontario",1
"9831",40,"Below high school","Alberta",0
"9832",45,"High School","Nova Scotia",1
"9833",66,"High School","Ontario",1
"9834",83,"High School","Nova Scotia",1
"9835",30,"At or above Bachelor","Ontario",0
"9836",73,"College","Ontario",1
"9837",26,"College","British Columbia",0
"9838",46,"High School","Ontario",0
"9839",62,"High School","Alberta",1
"9840",40,"College","British Columbia",0
"9841",73,"College","Ontario",0
"9842",77,"College","Ontario",1
"9843",73,"At or above Bachelor","Ontario",1
"9844",66,"High School","Ontario",1
"9845",76,"High School","Ontario",0
"9846",69,"College","Ontario",0
"9847",79,"High School","British Columbia",1
"9848",69,"At or above Bachelor","Ontario",0
"9849",30,"At or above Bachelor","Alberta",0
"9850",45,"At or above Bachelor","Ontario",1
"9851",32,"Below high school","Ontario",1
"9852",72,"College","British Columbia",0
"9853",55,"At or above Bachelor","Ontario",0
"9854",61,"College","Saskatchewan",0
"9855",19,"High School","Quebec",1
"9856",43,"At or above Bachelor","Ontario",1
"9857",31,"At or above Bachelor","Ontario",1
"9858",21,"High School","Ontario",0
"9859",29,"High School","Ontario",0
"9860",96,"High School","Ontario",0
"9861",57,"High School","Ontario",1
"9862",50,"College","Ontario",0
"9863",45,"At or above Bachelor","Newfoundland and Labrador",0
"9864",69,"College","Quebec",1
"9865",36,"High School","Quebec",1
"9866",35,"High School","Ontario",0
"9867",71,"At or above Bachelor","Ontario",0
"9868",57,"High School","Alberta",0
"9869",75,"High School","Ontario",0
"9870",78,"At or above Bachelor","Alberta",0
"9871",46,"At or above Bachelor","Nova Scotia",1
"9872",58,"High School","British Columbia",0
"9873",67,"At or above Bachelor","Nova Scotia",0
"9874",72,"High School","Quebec",1
"9875",58,"High School","Nova Scotia",1
"9876",59,"High School","Ontario",0
"9877",68,"At or above Bachelor","Ontario",0
"9878",63,"At or above Bachelor","Ontario",0
"9879",58,"At or above Bachelor","Ontario",0
"9880",37,"College","Ontario",0
"9881",72,"At or above Bachelor","Ontario",1
"9882",67,"College","Alberta",0
"9883",71,"High School","Alberta",0
"9884",45,"At or above Bachelor","Ontario",0
"9885",79,"At or above Bachelor","Alberta",0
"9886",35,"At or above Bachelor","Ontario",1
"9887",24,"At or above Bachelor","Ontario",1
"9888",66,"College","British Columbia",1
"9889",59,"High School","Saskatchewan",0
"9890",59,"High School","British Columbia",1
"9891",59,"At or above Bachelor","Nova Scotia",0
"9892",61,"College","Ontario",1
"9893",70,"At or above Bachelor","Quebec",1
"9894",63,"At or above Bachelor","British Columbia",0
"9895",34,"High School","British Columbia",1
"9896",63,"College","New Brunswick",1
"9897",58,"At or above Bachelor","Ontario",1
"9898",55,"High School","Ontario",0
"9899",53,"High School","Ontario",1
"9900",55,"High School","Ontario",0
"9901",48,"At or above Bachelor","Nova Scotia",1
"9902",46,"High School","Newfoundland and Labrador",1
"9903",24,"Below high school","Saskatchewan",1
"9904",39,"Below high school","Nova Scotia",1
"9905",26,"At or above Bachelor","Ontario",1
"9906",48,"College","Ontario",0
"9907",58,"College","Alberta",0
"9908",38,"At or above Bachelor","Nova Scotia",1
"9909",60,"College","British Columbia",1
"9910",42,"High School","Alberta",0
"9911",38,"High School","British Columbia",1
"9912",58,"High School","Quebec",1
"9913",21,"High School","Ontario",0
"9914",70,"At or above Bachelor","Newfoundland and Labrador",1
"9915",59,"High School","Manitoba",0
"9916",22,"At or above Bachelor","Ontario",1
"9917",52,"College","British Columbia",1
"9918",69,"High School","Ontario",0
"9919",64,"High School","Ontario",0
"9920",54,"High School","Ontario",0
"9921",49,"High School","Ontario",0
"9922",40,"College","Alberta",1
"9923",88,"Below high school","Ontario",0
"9924",71,"At or above Bachelor","Alberta",0
"9925",41,"At or above Bachelor","Ontario",1
"9926",54,"High School","Quebec",0
"9927",47,"High School","Ontario",1
"9928",73,"At or above Bachelor","Alberta",0
"9929",64,"At or above Bachelor","Ontario",0
"9930",30,"High School","Alberta",0
"9931",22,"High School","Ontario",0
"9932",53,"At or above Bachelor","Ontario",0
"9933",36,"High School","Ontario",0
"9934",30,"College","Alberta",1
"9935",65,"At or above Bachelor","Nova Scotia",1
"9936",38,"High School","Quebec",1
"9937",28,"At or above Bachelor","Ontario",1
"9938",70,"At or above Bachelor","Ontario",1
"9939",76,"College","Alberta",0
"9940",67,"At or above Bachelor","Alberta",1
"9941",59,"At or above Bachelor","Quebec",1
"9942",65,"At or above Bachelor","Quebec",0
"9943",65,"High School","Ontario",0
"9944",35,"At or above Bachelor","Ontario",1
"9945",66,"High School","Ontario",1
"9946",29,"At or above Bachelor","New Brunswick",1
"9947",28,"At or above Bachelor","Nunavut",0
"9948",40,"At or above Bachelor","Quebec",1
"9949",26,"High School","British Columbia",1
"9950",38,"Below high school","Saskatchewan",0
"9951",61,"High School","Ontario",1
"9952",69,"High School","Ontario",1
"9953",30,"At or above Bachelor","Alberta",0
"9954",53,"At or above Bachelor","Quebec",1
"9955",67,"College","Nova Scotia",1
"9956",62,"High School","Quebec",0
"9957",56,"High School","British Columbia",1
"9958",73,"At or above Bachelor","British Columbia",1
"9959",56,"At or above Bachelor","Nova Scotia",0
"9960",43,"College","Quebec",1
"9961",37,"High School","Quebec",1
"9962",68,"High School","Alberta",0
"9963",73,"High School","Ontario",1
"9964",66,"High School","Ontario",1
"9965",75,"At or above Bachelor","Ontario",1
"9966",29,"At or above Bachelor","Ontario",1
"9967",59,"College","Ontario",1
"9968",59,"At or above Bachelor","British Columbia",1
"9969",34,"At or above Bachelor","Quebec",1
"9970",68,"College","Prince Edward Island",1
"9971",50,"College","Alberta",1
"9972",60,"High School","Alberta",1
"9973",52,"At or above Bachelor","Ontario",0
"9974",33,"High School","Manitoba",1
"9975",60,"High School","Alberta",0
"9976",57,"At or above Bachelor","Ontario",1
"9977",56,"At or above Bachelor","Quebec",1
"9978",58,"At or above Bachelor","Newfoundland and Labrador",1
"9979",32,"At or above Bachelor","Quebec",1
"9980",52,"College","Nova Scotia",1
"9981",66,"At or above Bachelor","Alberta",0
"9982",27,"At or above Bachelor","Alberta",0
"9983",31,"High School","Ontario",0
"9984",62,"High School","Ontario",1
"9985",62,"College","Ontario",0
"9986",30,"At or above Bachelor","Ontario",1
"9987",72,"At or above Bachelor","Ontario",0
"9988",44,"At or above Bachelor","British Columbia",0
"9989",60,"College","Nova Scotia",0
"9990",38,"At or above Bachelor","Ontario",1
"9991",59,"At or above Bachelor","New Brunswick",1
"9992",44,"At or above Bachelor","Ontario",0
"9993",38,"High School","Quebec",1
"9994",55,"High School","Alberta",1
"9995",21,"College","Nova Scotia",1
"9996",30,"College","Saskatchewan",0
"9997",54,"College","Ontario",0
"9998",64,"High School","Quebec",1
"9999",29,"At or above Bachelor","British Columbia",0
"10000",65,"High School","Ontario",0
"10001",65,"At or above Bachelor","Alberta",0
"10002",39,"College","New Brunswick",1
"10003",48,"High School","Quebec",1
"10004",53,"At or above Bachelor","Ontario",0
"10005",84,"At or above Bachelor","Ontario",1
"10006",54,"Below high school","Alberta",0
"10007",42,"At or above Bachelor","Ontario",1
"10008",34,"High School","Quebec",1
"10009",57,"High School","Ontario",1
"10010",29,"At or above Bachelor","Ontario",0
"10011",77,"High School","Alberta",1
"10012",78,"At or above Bachelor","Ontario",0
"10013",65,"High School","British Columbia",0
"10014",62,"High School","Alberta",0
"10015",39,"At or above Bachelor","Quebec",1
"10016",40,"High School","British Columbia",1
"10017",36,"At or above Bachelor","Alberta",0
"10018",65,"College","Quebec",1
"10019",52,"At or above Bachelor","Ontario",0
"10020",60,"At or above Bachelor","Saskatchewan",1
"10021",29,"At or above Bachelor","Ontario",0
"10022",35,"High School","Alberta",0
"10023",64,"High School","Manitoba",0
"10024",29,"At or above Bachelor","Ontario",1
"10025",27,"College","Ontario",1
"10026",61,"College","Alberta",1
"10027",42,"At or above Bachelor","Ontario",1
"10028",47,"At or above Bachelor","Quebec",1
"10029",38,"College","Ontario",1
"10030",73,"At or above Bachelor","British Columbia",0
"10031",76,"College","Ontario",0
"10032",58,"At or above Bachelor","Ontario",1
"10033",52,"College","Ontario",0
"10034",54,"College","Alberta",1
"10035",49,"At or above Bachelor","Ontario",1
"10036",34,"College","Ontario",1
"10037",51,"At or above Bachelor","British Columbia",0
"10038",55,"High School","Ontario",1
"10039",62,"College","Manitoba",0
"10040",52,"College","Prince Edward Island",0
"10041",62,"High School","Quebec",0
"10042",63,"High School","Quebec",1
"10043",63,"At or above Bachelor","New Brunswick",1
"10044",35,"At or above Bachelor","British Columbia",0
"10045",64,"High School","Alberta",1
"10046",18,"High School","Ontario",1
"10047",53,"At or above Bachelor","Ontario",1
"10048",46,"College","Alberta",0
"10049",42,"At or above Bachelor","Ontario",0
"10050",54,"High School","Ontario",1
"10051",34,"At or above Bachelor","Alberta",0
"10052",57,"High School","Alberta",0
"10053",26,"At or above Bachelor","Alberta",0
"10054",91,"At or above Bachelor","Ontario",1
"10055",51,"High School","Quebec",0
"10056",74,"At or above Bachelor","Ontario",1
"10057",45,"High School","Ontario",1
"10058",24,"At or above Bachelor","Quebec",1
"10059",69,"College","Ontario",1
"10060",31,"At or above Bachelor","Quebec",0
"10061",18,"High School","Alberta",0
"10062",20,"High School","Manitoba",1
"10063",48,"High School","Nova Scotia",1
"10064",71,"At or above Bachelor","Nova Scotia",1
"10065",47,"College","Saskatchewan",0
"10066",31,"High School","British Columbia",1
"10067",38,"College","Alberta",0
"10068",26,"College","Ontario",0
"10069",40,"College","Alberta",0
"10070",69,"College","Ontario",1
"10071",71,"Below high school","Manitoba",1
"10072",50,"High School","Alberta",0
"10073",61,"At or above Bachelor","Nova Scotia",1
"10074",30,"College","Ontario",1
"10075",29,"High School","Ontario",0
"10076",41,"Below high school","Manitoba",1
"10077",59,"High School","Ontario",0
"10078",68,"At or above Bachelor","Ontario",1
"10079",69,"At or above Bachelor","Ontario",1
"10080",49,"At or above Bachelor","Ontario",1
"10081",30,"College","Ontario",0
"10082",25,"Below high school","British Columbia",1
"10083",53,"College","Alberta",0
"10084",29,"At or above Bachelor","Alberta",1
"10085",42,"At or above Bachelor","Quebec",1
"10086",37,"At or above Bachelor","Alberta",1
"10087",53,"College","Newfoundland and Labrador",1
"10088",58,"College","Alberta",0
"10089",44,"At or above Bachelor","Ontario",0
"10090",63,"High School","Saskatchewan",0
"10091",59,"High School","Ontario",1
"10092",56,"At or above Bachelor","Quebec",0
"10093",37,"Below high school","Ontario",1
"10094",38,"Below high school","Quebec",1
"10095",39,"High School","British Columbia",1
"10096",35,"College","British Columbia",0
"10097",20,"Below high school","New Brunswick",1
"10098",42,"Below high school","Ontario",1
"10099",39,"College","Nunavut",0
"10100",50,"College","Ontario",1
"10101",37,"High School","Ontario",0
"10102",70,"High School","Ontario",0
